time side pressure1 pressure2 pressure3 pressure4 pressure5 pressure6 pressure7 pressure8 pressure9 pressure10 pressure11 pressure12 pressure13 pressure14 pressure15 pressure16 acc1 acc2 acc3 ang1 ang2 ang3 totalForce cop1 cop2 
19281257 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 -2.94873046875 -0.55859375 1.48193359375 62.22999954223633 -315.6300048828125 89.18000030517578 6 0.0 0.0 
19273495 1 6 4 4 5 2 2 3 8 25 21 21 13 22 45 11 18 -0.2275390625 -0.02392578125 1.05224609375 14.630000114440918 52.56999969482422 1.3300000429153442 481 0.19812041521072388 -0.03416447341442108 
19273503 1 6 6 4 5 1 3 3 9 25 21 25 14 23 46 13 22 -0.2197265625 0.06103515625 1.0234375 9.730000495910645 46.27000045776367 1.9600000381469727 514 0.19635310769081116 -0.04605046659708023 
19273513 1 5 6 3 5 1 2 2 8 25 22 25 17 23 47 14 22 -0.3837890625 0.05908203125 0.94677734375 7.769999980926514 43.470001220703125 1.5399999618530273 514 0.20746493339538574 -0.04828505590558052 
19281265 0 0 0 0 0 0 0 0 0 0 1 0 0 0 3 0 0 -3.11083984375 -0.56689453125 1.0302734375 37.380001068115234 -300.0199890136719 74.76000213623047 8 0.0 0.0 
19281275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 -3.24609375 -0.248046875 0.64794921875 -9.730000495910645 -270.3399963378906 69.86000061035156 6 0.0 0.0 
19281285 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 -3.37646484375 0.2099609375 0.24755859375 -48.439998626708984 -235.69000244140625 72.7300033569336 6 0.0 0.0 
19273525 1 5 5 3 5 2 3 3 9 25 23 27 18 23 48 14 22 -0.521484375 0.04443359375 0.9111328125 4.760000228881836 46.40999984741211 0.6299999952316284 535 0.20549404621124268 -0.049085505306720734 
19273535 1 4 5 3 5 2 2 3 10 27 22 28 20 23 49 16 22 -0.4853515625 0.06982421875 0.884765625 2.6600000858306885 55.22999954223633 -1.399999976158142 552 0.21135441958904266 -0.04982620105147362 
19273543 1 5 5 3 6 2 2 2 9 27 26 30 21 22 51 16 24 -0.48388671875 0.04248046875 0.9091796875 3.430000066757202 67.62000274658203 -3.1500000953674316 571 0.21153973042964935 -0.04749682918190956 
19281297 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 -3.4931640625 0.44580078125 -0.30078125 -50.33000183105469 -197.25999450683594 76.86000061035156 6 0.0 0.0 
19281305 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 -3.671875 0.3876953125 -0.69091796875 -22.329999923706055 -147.91000366210938 67.97000122070312 4 0.0 0.0 
19281315 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 -3.79345703125 0.27490234375 -0.84765625 24.71000099182129 -95.05999755859375 40.11000061035156 4 0.0 0.0 
19273553 1 5 3 4 4 2 2 2 8 28 27 31 21 22 52 17 25 -0.41357421875 0.06591796875 0.93310546875 3.2899999618530273 81.12999725341797 -4.269999980926514 574 0.22198861837387085 -0.040485430508852005 
19273563 1 3 1 3 3 2 2 2 9 28 27 31 23 22 53 17 25 -0.4228515625 0.03466796875 0.9169921875 3.990000009536743 93.37999725341797 -5.039999961853027 570 0.23541639745235443 -0.044123679399490356 
19281325 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 -5.76806640625 0.01318359375 -1.5283203125 73.56999969482422 -42.97999954223633 17.290000915527344 8 0.0 0.0 
19273575 1 5 3 2 3 2 3 2 8 29 28 31 23 21 54 17 26 -0.37939453125 0.04736328125 0.9873046875 5.039999961853027 103.45999908447266 -4.900000095367432 582 0.22874398529529572 -0.039573147892951965 
19273583 1 6 4 3 3 1 2 2 7 29 28 31 22 21 55 17 27 -0.39990234375 -0.015625 1.02197265625 5.110000133514404 113.95999908447266 -4.480000019073486 581 0.22725409269332886 -0.03498847782611847 
19281337 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 -2.78759765625 -0.6806640625 -2.5283203125 -34.93000030517578 130.47999572753906 21.84000015258789 4 0.0 0.0 
19281345 0 3 1 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0.4931640625 0.68701171875 2.677734375 -17.639999389648438 221.27000427246094 31.780000686645508 22 0.0 0.0 
19273593 1 7 4 3 3 2 2 2 6 29 28 31 22 21 56 19 27 -0.43505859375 0.07080078125 0.96923828125 5.53000020980835 125.37000274658203 -4.409999847412109 590 0.22672908008098602 -0.031578611582517624 
19273603 1 6 4 4 1 2 2 2 6 29 28 31 21 20 57 19 29 -0.56884765625 0.041015625 0.98974609375 5.809999942779541 139.22999572753906 -5.25 585 0.23300282657146454 -0.027910683304071426 
